threshold_percents	cluster_id	representative	cluster_size
60	7	H2424TS840_1	5
60	8	H2424TS552_1	4
60	9	H2424TS543_5	3
60	10	H2424TS875_1	3
60	11	H2424TS439_1	1
60	12	H2424TS439_2	1
60	13	H2424TS439_3	1
60	14	H2424TS439_4	1
60	15	H2424TS439_5	1
60	16	H2424TS468_1	1
60	17	H2424TS468_2	1
60	18	H2424TS468_3	1
60	19	H2424TS468_4	1
60	20	H2424TS468_5	1
60	21	H2424TS543_3	1
60	22	H2424TS543_4	1
60	23	H2424TS552_5	1
60	24	H2424TS580_1	1
60	25	H2424TS580_2	1
60	26	H2424TS580_3	1
60	27	H2424TS580_4	1
60	28	H2424TS580_5	1
60	29	H2424TS633_1	1
60	30	H2424TS633_2	1
60	31	H2424TS633_3	1
60	32	H2424TS633_4	1
60	33	H2424TS633_5	1
60	34	H2424TS656_1	1
60	35	H2424TS656_2	1
60	36	H2424TS656_3	1
60	37	H2424TS656_4	1
60	38	H2424TS656_5	1
60	39	H2424TS663_1	1
60	40	H2424TS663_2	1
60	41	H2424TS663_3	1
60	42	H2424TS663_4	1
60	43	H2424TS808_2	1

70	1	H2424TS135_5	18
70	2	H2424TS137_1	12
70	3	H2424TS475_1	10
70	4	H2424TS135_2	8
70	5	H2424TS244_1	5
70	6	H2424TS566_1	5
70	7	H2424TS578_1	5
70	8	H2424TS840_1	5
70	9	H2424TS485_2	4
70	10	H2424TS552_1	4
70	11	H2424TS588_4	3
70	12	H2424TS543_1	2
70	13	H2424TS613_1	2
70	14	H2424TS439_1	1
70	15	H2424TS439_2	1
70	16	H2424TS439_3	1
70	17	H2424TS439_4	1
70	18	H2424TS439_5	1
70	19	H2424TS468_1	1
70	20	H2424TS468_2	1
70	21	H2424TS468_3	1
70	22	H2424TS468_4	1
70	23	H2424TS468_5	1
70	24	H2424TS485_1	1
70	25	H2424TS543_2	1
70	26	H2424TS543_3	1
70	27	H2424TS543_4	1
70	28	H2424TS552_5	1
70	29	H2424TS580_1	1
70	30	H2424TS580_2	1
70	31	H2424TS580_3	1
70	32	H2424TS580_4	1
70	33	H2424TS580_5	1
70	34	H2424TS633_1	1
70	35	H2424TS633_2	1
70	36	H2424TS633_3	1
70	37	H2424TS633_4	1
70	38	H2424TS633_5	1
70	39	H2424TS656_1	1
70	40	H2424TS656_2	1
70	41	H2424TS656_3	1
70	42	H2424TS656_4	1
70	43	H2424TS656_5	1
70	44	H2424TS663_1	1
70	45	H2424TS663_2	1
70	46	H2424TS663_3	1
70	47	H2424TS663_4	1
70	48	H2424TS808_2	1
70	49	H2424TS875_1	1
70	50	H2424TS875_2	1
70	51	H2424TS875_3	1
70	52	H2424TS875_4	1

80	1	H2424TS137_1	10
80	2	H2424TS475_1	10
80	3	H2424TS135_2	8
80	4	H2424TS244_1	5
80	5	H2424TS566_1	5
80	6	H2424TS578_1	5
80	7	H2424TS840_1	5
80	8	H2424TS135_1	4
80	9	H2424TS135_4	4
80	10	H2424TS135_5	4
80	11	H2424TS552_1	4
80	12	H2424TS350_1	3
80	13	H2424TS543_1	2
80	14	H2424TS588_2	2
80	15	H2424TS588_3	2
80	16	H2424TS350_3	1
80	17	H2424TS350_5	1
80	18	H2424TS394_1	1
80	19	H2424TS439_1	1
80	20	H2424TS439_2	1
80	21	H2424TS439_3	1
80	22	H2424TS439_4	1
80	23	H2424TS439_5	1
80	24	H2424TS468_1	1
80	25	H2424TS468_2	1
80	26	H2424TS468_3	1
80	27	H2424TS468_4	1
80	28	H2424TS468_5	1
80	29	H2424TS485_1	1
80	30	H2424TS485_2	1
80	31	H2424TS485_3	1
80	32	H2424TS485_4	1
80	33	H2424TS485_5	1
80	34	H2424TS543_2	1
80	35	H2424TS543_3	1
80	36	H2424TS543_4	1
80	37	H2424TS552_5	1
80	38	H2424TS580_1	1
80	39	H2424TS580_2	1
80	40	H2424TS580_3	1
80	41	H2424TS580_4	1
80	42	H2424TS580_5	1
80	43	H2424TS588_1	1
80	44	H2424TS613_1	1
80	45	H2424TS633_1	1
80	46	H2424TS633_2	1
80	47	H2424TS633_3	1
80	48	H2424TS633_4	1
80	49	H2424TS633_5	1
80	50	H2424TS656_1	1
80	51	H2424TS656_2	1
80	52	H2424TS656_3	1
80	53	H2424TS656_4	1
80	54	H2424TS656_5	1
80	55	H2424TS663_1	1
80	56	H2424TS663_2	1
80	57	H2424TS663_3	1
80	58	H2424TS663_4	1
80	59	H2424TS808_2	1
80	60	H2424TS875_1	1
80	61	H2424TS875_2	1
80	62	H2424TS875_3	1
80	63	H2424TS875_4	1
80	64	H2424TS875_5	1

90	1	H2424TS137_1	10
90	2	H2424TS244_1	5
90	3	H2424TS578_1	5
90	4	H2424TS840_1	5
90	5	H2424TS135_1	4
90	6	H2424TS135_2	4
90	7	H2424TS135_3	4
90	8	H2424TS135_4	4
90	9	H2424TS135_5	4
90	10	H2424TS552_1	4
90	11	H2424TS566_1	3
90	12	H2424TS475_1	2
90	13	H2424TS475_2	2
90	14	H2424TS475_3	2
90	15	H2424TS475_4	2
90	16	H2424TS475_5	2
90	17	H2424TS543_1	2
90	18	H2424TS566_2	2
90	19	H2424TS350_1	1
90	20	H2424TS350_2	1
90	21	H2424TS350_3	1
90	22	H2424TS350_4	1
90	23	H2424TS350_5	1
90	24	H2424TS394_1	1
90	25	H2424TS439_1	1
90	26	H2424TS439_2	1
90	27	H2424TS439_3	1
90	28	H2424TS439_4	1
90	29	H2424TS439_5	1
90	30	H2424TS468_1	1
90	31	H2424TS468_2	1
90	32	H2424TS468_3	1
90	33	H2424TS468_4	1
90	34	H2424TS468_5	1
90	35	H2424TS485_1	1
90	36	H2424TS485_2	1
90	37	H2424TS485_3	1
90	38	H2424TS485_4	1
90	39	H2424TS485_5	1
90	40	H2424TS543_2	1
90	41	H2424TS543_3	1
90	42	H2424TS543_4	1
90	43	H2424TS552_5	1
90	44	H2424TS580_1	1
90	45	H2424TS580_2	1
90	46	H2424TS580_3	1
90	47	H2424TS580_4	1
90	48	H2424TS580_5	1
90	49	H2424TS588_1	1
90	50	H2424TS588_2	1
90	51	H2424TS588_3	1
90	52	H2424TS588_4	1
90	53	H2424TS588_5	1
90	54	H2424TS613_1	1
90	55	H2424TS633_1	1
90	56	H2424TS633_2	1
90	57	H2424TS633_3	1
90	58	H2424TS633_4	1
90	59	H2424TS633_5	1
90	60	H2424TS656_1	1
90	61	H2424TS656_2	1
90	62	H2424TS656_3	1
90	63	H2424TS656_4	1
90	64	H2424TS656_5	1
90	65	H2424TS663_1	1
90	66	H2424TS663_2	1
90	67	H2424TS663_3	1
90	68	H2424TS663_4	1
90	69	H2424TS808_2	1
90	70	H2424TS875_1	1
90	71	H2424TS875_2	1
90	72	H2424TS875_3	1
90	73	H2424TS875_4	1
90	74	H2424TS875_5	1

